acc,region_id,start,end,region_length,overlap_fraction,d2o_label,n_regions_in_protein,cluster
P06400,DP01426r004,500,513,14,0.0,0,12,200
P06400,DP01426r005,346,370,25,0.0,0,12,200
P06400,DP01426r007,346,370,25,0.0,0,12,200
P06400,DP01426r011,355,370,16,0.0,0,12,200
P06400,DP01426r012,245,269,25,0.0,0,12,200
P06400,DP01426r013,500,511,12,0.0,0,12,200
P06400,DP01426r014,577,615,39,0.0,0,12,200
P06400,DP01426r017,578,589,12,0.0,0,12,200
P06400,DP01426r018,786,928,143,0.3146853146853147,0,12,200
P06400,DP01426r019,786,928,143,0.3146853146853147,0,12,200
Q01094,DP01427r001,200,301,102,1.0,1,1,664
P31431,DP01434r001,171,198,28,0.0,0,7,1012
O60829,DP01435r001,1,102,102,0.30392156862745096,0,3,1100
O60829,DP01435r003,1,102,102,0.30392156862745096,0,3,1100
O60829,DP01435r005,1,102,102,0.30392156862745096,0,3,1100
O14936,DP01438r004,394,460,67,0.0,0,5,201
O14936,DP01438r007,304,337,34,0.0,0,5,201
O14936,DP01438r008,307,337,31,0.0,0,5,201
O14936,DP01438r009,317,345,29,0.0,0,5,201
O14936,DP01438r010,305,337,33,0.0,0,5,201
P14921,DP01441r001,276,318,43,0.0,0,1,656
Q9UJX4,DP01443r001,1,26,26,0.0,0,5,310
Q9UJX4,DP01443r002,1,24,24,0.0,0,5,310
Q9UJX4,DP01443r003,168,205,38,0.0,0,5,310
Q9UJX4,DP01443r004,170,205,36,0.0,0,5,310
Q9UJX4,DP01443r005,353,413,61,0.0,0,5,310
P30260,DP01445r001,171,450,280,0.0,0,4,264
P30260,DP01445r002,767,824,58,0.0,0,4,264
P30260,DP01445r003,180,447,268,0.0,0,4,264
P30260,DP01445r004,769,824,56,0.0,0,4,264
Q9Y239,DP01446r001,111,138,28,0.0,0,1,191
P30281,DP01447r001,255,292,38,0.0,0,2,865
P30281,DP01447r002,1,22,22,0.0,0,2,865
Q15637,DP01449r001,1,25,25,0.0,0,2,404
Q15637,DP01449r003,69,95,27,0.0,0,2,404
Q9UKT4,DP01450r001,1,318,318,0.0,0,7,647
Q9UKT4,DP01450r002,332,355,24,0.0,0,7,647
Q9UKT4,DP01450r003,437,447,11,0.0,0,7,647
Q9UKT4,DP01450r004,305,374,70,0.0,0,7,647
Q9UKT4,DP01450r005,421,447,27,0.0,0,7,647
Q9UKT4,DP01450r006,421,447,27,0.0,0,7,647
Q9UKT4,DP01450r007,305,374,70,0.0,0,7,647
Q9UBU9,DP01451r001,102,118,17,0.0,0,2,426
Q9UBU9,DP01451r002,96,117,22,0.0,0,2,426
Q13042,DP01452r001,96,126,31,0.0,0,6,423
Q13042,DP01452r002,96,123,28,0.0,0,6,423
Q13042,DP01452r003,528,620,93,0.0,0,6,423
Q13042,DP01452r004,94,126,33,0.0,0,6,423
Q13042,DP01452r005,528,620,93,0.0,0,6,423
Q13042,DP01452r006,534,620,87,0.0,0,6,423
Q8NHZ8,DP01453r001,26,85,60,0.0,0,1,1155
P60006,DP01454r001,57,121,65,0.0,0,1,1112
Q96DE5,DP01455r001,1,51,51,0.0,0,1,1128
Q01081,DP01456r001,38,152,115,1.0,1,1,930
Q92973,DP01457r001,319,371,53,0.0,0,1,220
Q9Y3B4,DP01458r001,100,125,26,0.0,0,2,1109
Q9Y3B4,DP01458r002,1,20,20,0.0,0,2,1109
Q13188,DP01461r001,314,427,114,0.0,0,1,586
Q9UHB7,DP01463r001,22,32,11,0.18181818181818182,0,4,128
Q9UHB7,DP01463r003,1,300,300,0.11333333333333333,0,4,128
Q9UHB7,DP01463r005,300,600,301,0.0,0,4,128
Q9UHB7,DP01463r007,600,900,301,0.0,0,4,128
Q8IW19,DP01465r001,399,420,22,0.0,0,2,550
Q8IW19,DP01465r003,450,511,62,0.0,0,2,550
Q96GU1,DP01473r001,20,130,111,0.0,0,1,1100
P06748,DP01474r005,189,259,71,0.0,0,3,866
P06748,DP01474r015,120,130,11,0.0,0,3,866
P06748,DP01474r016,119,243,125,0.0,0,3,866
Q02413,DP01476r001,774,1049,276,0.0,0,3,158
Q02413,DP01476r002,774,1049,276,0.0,0,3,158
Q02413,DP01476r003,774,1049,276,0.0,0,3,158
Q9UJX5,DP01478r001,304,317,14,0.0,0,7,276
Q9UJX5,DP01478r002,431,444,14,0.0,0,7,276
Q9UJX5,DP01478r003,458,472,15,0.0,0,7,276
Q9UJX5,DP01478r004,458,469,12,0.0,0,7,276
Q9UJX5,DP01478r005,758,808,51,0.0,0,7,276
Q9UJX5,DP01478r006,480,521,42,0.0,0,7,276
Q9UJX5,DP01478r007,758,808,51,0.0,0,7,276
Q9UJX3,DP01479r002,77,97,21,0.0,0,3,486
Q9UJX3,DP01479r003,77,96,20,0.0,0,3,486
Q9UJX3,DP01479r004,507,565,59,0.0,0,3,486
Q96FI4,DP01480r001,312,389,78,0.0,0,2,745
Q96FI4,DP01480r002,312,389,78,0.0,0,2,745
P04626,DP01484r001,988,1255,268,0.0,0,4,110
P04626,DP01484r002,988,1255,268,0.0,0,4,110
P04626,DP01484r003,988,1255,268,0.0,0,4,110
P04626,DP01484r004,988,1255,268,0.0,0,4,110
P11912,DP01486r001,166,226,61,0.0,0,1,958
P40259,DP01487r001,181,229,49,0.0,0,1,952
Q9UBK2,DP01489r001,2,220,219,1.0,1,5,282
Q9UBK2,DP01489r002,2,220,219,1.0,1,5,282
Q9UBK2,DP01489r004,2,220,219,1.0,1,5,282
Q9UBK2,DP01489r005,2,220,219,1.0,1,5,282
Q9UBK2,DP01489r008,2,220,219,1.0,1,5,282
Q9NR61,DP01490r001,553,685,133,0.0,0,3,339
Q9NR61,DP01490r002,553,685,133,0.0,0,3,339
Q9NR61,DP01490r004,553,685,133,0.0,0,3,339
P22059,DP01491r001,346,379,34,1.0,1,1,207
P09429,DP01493r003,188,214,27,0.0,0,2,976
P09429,DP01493r009,166,214,49,0.0,0,2,976
P08263,DP01506r001,208,222,15,1.0,1,1,962
Q9UQC2,DP01507r001,504,524,21,0.0,0,1,373
Q15418,DP01508r001,683,735,53,0.0,0,5,329
Q15418,DP01508r003,683,735,53,0.0,0,5,329
Q15418,DP01508r009,696,735,40,0.0,0,5,329
Q15418,DP01508r010,709,735,27,0.0,0,5,329
Q15418,DP01508r012,577,588,12,0.0,0,5,329
Q06710,DP01517r001,64,86,23,0.0,0,3,643
Q06710,DP01517r003,135,146,12,0.0,0,3,643
Q06710,DP01517r004,1,28,28,0.0,0,3,643
Q02297,DP01520r001,1,75,75,0.0,0,5,401
Q02297,DP01520r002,1,75,75,0.0,0,5,401
Q02297,DP01520r003,1,75,75,0.0,0,5,401
Q9UM11,DP01524r001,1,41,41,0.0,0,4,575
Q9UM11,DP01524r002,68,87,20,0.0,0,4,575
Q9UM11,DP01524r003,109,124,16,0.0,0,4,575
Q9UM11,DP01524r004,133,145,13,0.0,0,4,575
Q9UJX6,DP01526r001,1,14,14,0.0,0,6,269
Q9UJX6,DP01526r002,30,52,23,0.0,0,6,269
Q9UJX6,DP01526r003,221,231,11,0.0,0,6,269
Q9UJX6,DP01526r004,459,475,17,0.0,0,6,269
Q9UJX6,DP01526r005,305,319,15,0.0,0,6,269
Q9UJX6,DP01526r006,731,822,92,0.0,0,6,269
O75554,DP01531r001,276,376,101,0.0,0,1,764
Q9NS23,DP01533r001,1,50,50,0.0,0,2,802
Q9NS23,DP01533r003,61,72,12,1.0,1,2,802
Q07889,DP01534r001,1141,1300,160,0.0,0,4,97
Q07889,DP01534r002,1141,1300,160,0.0,0,4,97
Q07889,DP01534r003,1141,1300,160,0.0,0,4,97
Q07889,DP01534r006,1117,1319,203,0.0,0,4,97
O00429,DP01537r001,505,515,11,0.0,0,3,326
O00429,DP01537r007,74,83,10,0.0,0,3,326
O00429,DP01537r008,503,610,108,0.0,0,3,326
P06401,DP01542r001,1,545,545,0.6990825688073394,1,10,197
P06401,DP01542r002,1,566,566,0.6731448763250883,1,10,197
P06401,DP01542r007,165,545,381,1.0,1,10,197
P06401,DP01542r010,165,545,381,1.0,1,10,197
P06401,DP01542r011,165,545,381,1.0,1,10,197
P06401,DP01542r013,165,535,371,1.0,1,10,197
P06401,DP01542r017,1,545,545,0.6990825688073394,1,10,197
P06401,DP01542r018,1,545,545,0.6990825688073394,1,10,197
P06401,DP01542r019,165,559,395,0.9645569620253165,1,10,197
P06401,DP01542r020,632,682,51,0.0,0,10,197
Q8WV28,DP01544r001,5,50,46,0.0,0,2,634
Q8WV28,DP01544r003,1,330,330,0.0,0,2,634
P29274,DP01547r001,293,412,120,0.0,0,6,711
P29274,DP01547r003,293,412,120,0.0,0,6,711
P29274,DP01547r004,293,412,120,0.0,0,6,711
P29274,DP01547r005,293,412,120,0.0,0,6,711
P29274,DP01547r006,293,412,120,0.0,0,6,711
P29274,DP01547r007,293,412,120,0.0,0,6,711
Q8WYP5,DP01549r001,1018,2266,1249,0.0,0,1,26
Q99523,DP01551r001,97,108,12,0.0,0,1,260
P33763,DP01552r001,38,52,15,0.0,0,1,1144
P23443,DP01554r001,422,525,104,0.0,0,8,526
P23443,DP01554r004,422,525,104,0.0,0,8,526
P23443,DP01554r005,422,525,104,0.0,0,8,526
P23443,DP01554r006,75,84,10,0.0,0,8,526
P23443,DP01554r007,130,140,11,0.0,0,8,526
P23443,DP01554r008,243,254,12,0.0,0,8,526
P23443,DP01554r009,379,399,21,0.0,0,8,526
P23443,DP01554r017,373,399,27,0.0,0,8,526
Q96GC6,DP01556r001,4,77,74,0.0,0,3,394
Q96GC6,DP01556r003,4,77,74,0.0,0,3,394
Q96GC6,DP01556r004,4,246,243,0.0,0,3,394
Q9UMR2,DP01560r001,55,91,37,1.0,1,1,602
P08235,DP01561r002,1,169,169,0.0,0,6,178
P08235,DP01561r003,1,169,169,0.0,0,6,178
P08235,DP01561r004,247,385,139,0.0,0,6,178
P08235,DP01561r005,247,385,139,0.0,0,6,178
P08235,DP01561r006,1,602,602,0.0,0,6,178
P08235,DP01561r007,1,602,602,0.0,0,6,178
Q12905,DP01564r001,362,390,29,0.0,0,1,744
P12931,DP01570r001,1,84,84,0.0,0,1,514
P06239,DP01580r001,69,86,18,0.0,0,2,514
P06239,DP01580r003,97,114,18,0.0,0,2,514
P52799,DP01588r001,253,300,48,0.0,0,4,814
P52799,DP01588r002,323,333,11,0.0,0,4,814
P52799,DP01588r003,301,322,22,0.0,0,4,814
P52799,DP01588r005,301,322,22,0.0,0,4,814
Q92945,DP01590r001,130,218,89,1.0,1,2,344
Q92945,DP01590r003,130,218,89,1.0,1,2,344
P52945,DP01597r001,204,283,80,0.0,0,1,878
Q9BRG1,DP01598r001,133,145,13,0.0,0,1,1040
P26599,DP01601r001,409,425,17,0.0,0,3,493
P26599,DP01601r003,431,454,24,0.0,0,3,493
P26599,DP01601r007,143,184,42,0.0,0,3,493
Q86WV6,DP01602r001,342,379,38,0.0,0,3,760
Q86WV6,DP01602r005,344,379,36,0.0,0,3,760
Q86WV6,DP01602r006,344,379,36,0.0,0,3,760
Q96IZ0,DP01603r001,59,77,19,0.0,0,3,807
Q96IZ0,DP01603r002,62,81,20,0.0,0,3,807
Q96IZ0,DP01603r004,62,77,16,0.0,0,3,807
Q9Y6H6,DP01608r001,1,10,10,0.0,0,2,1139
Q9Y6H6,DP01608r002,31,56,26,0.0,0,2,1139
Q96AC1,DP01613r001,328,367,40,0.0,0,3,369
Q96AC1,DP01613r006,1,15,15,0.0,0,3,369
Q96AC1,DP01613r007,95,105,11,0.0,0,3,369
Q14653,DP01614r001,173,188,16,0.0,0,1,678
Q9NR28,DP01619r001,56,69,14,0.0,0,4,934
Q9NR28,DP01619r002,56,67,12,0.0,0,4,934
Q9NR28,DP01619r003,56,70,15,0.0,0,4,934
Q9NR28,DP01619r005,56,65,10,0.0,0,4,934
P20823,DP01620r001,181,200,20,0.0,0,1,412
Q06609,DP01622r001,1,15,15,0.0,0,3,806
Q06609,DP01622r002,86,114,29,0.0,0,3,806
Q06609,DP01622r005,1,21,21,0.0,0,3,806
Q01831,DP01626r001,815,940,126,0.1349206349206349,0,5,196
Q01831,DP01626r002,815,940,126,0.1349206349206349,0,5,196
Q01831,DP01626r003,815,940,126,0.1349206349206349,0,5,196
Q01831,DP01626r005,815,940,126,0.1349206349206349,0,5,196
Q01831,DP01626r006,847,863,17,1.0,1,5,196
P29083,DP01633r001,378,393,16,1.0,1,1,660
Q8NI22,DP01637r001,27,66,40,0.35,0,8,1078
Q8NI22,DP01637r002,27,146,120,0.7833333333333333,1,8,1078
Q8NI22,DP01637r003,27,146,120,0.7833333333333333,1,8,1078
Q8NI22,DP01637r004,27,52,26,0.0,0,8,1078
Q8NI22,DP01637r005,53,146,94,1.0,1,8,1078
Q8NI22,DP01637r007,66,101,36,1.0,1,8,1078
Q8NI22,DP01637r008,113,146,34,1.0,1,8,1078
Q8NI22,DP01637r011,102,112,11,1.0,1,8,1078
Q13351,DP01640r001,51,90,40,0.0,0,4,781
Q13351,DP01640r003,1,40,40,0.35,0,4,781
Q13351,DP01640r004,1,90,90,0.15555555555555556,0,4,781
Q13351,DP01640r006,23,36,14,1.0,1,4,781
Q07955,DP01641r001,196,215,20,1.0,1,3,921
Q07955,DP01641r002,107,120,14,0.0,0,3,921
Q07955,DP01641r003,196,248,53,1.0,1,3,921
O75506,DP01643r001,1,10,10,0.0,0,3,1158
O75506,DP01643r002,60,76,17,0.0,0,3,1158
O75506,DP01643r004,60,76,17,0.0,0,3,1158
P09038,DP01644r002,143,160,18,0.0,0,1,872
P35236,DP01646r001,37,52,16,1.0,1,1,785
P51449,DP01647r001,479,518,40,0.0,0,2,542
P51449,DP01647r003,500,518,19,0.0,0,2,542
P84022,DP01648r001,1,10,10,0.0,0,2,618
P84022,DP01648r002,133,144,12,0.0,0,2,618
Q96T88,DP01651r001,165,181,17,0.0,0,4,283
Q96T88,DP01651r002,286,301,16,0.0,0,4,283
Q96T88,DP01651r004,490,501,12,0.0,0,4,283
Q96T88,DP01651r006,646,678,33,0.0,0,4,283
P36578,DP01654r001,46,63,18,0.0,0,4,677
P36578,DP01654r002,80,114,35,0.0,0,4,677
P36578,DP01654r003,301,320,20,0.0,0,4,677
P36578,DP01654r004,369,427,59,0.0,0,4,677
P55957,DP01662r001,1,12,12,0.0,0,4,1020
P55957,DP01662r002,43,77,35,0.05714285714285714,0,4,1020
P55957,DP01662r003,76,106,31,1.0,1,4,1020
P55957,DP01662r004,76,106,31,1.0,1,4,1020
P12081,DP01668r001,344,355,12,0.0,0,2,553
P12081,DP01668r002,1,52,52,0.0,0,2,553
O75928,DP01675r002,466,479,14,0.0,0,1,421
O14686,DP01676r003,4210,4280,71,0.0,0,1,1
P06454,DP01677r002,1,111,111,1.0,1,8,1125
P06454,DP01677r004,1,111,111,1.0,1,8,1125
P06454,DP01677r008,1,111,111,1.0,1,8,1125
P06454,DP01677r011,1,111,111,1.0,1,8,1125
P06454,DP01677r012,1,111,111,1.0,1,8,1125
P06454,DP01677r015,1,111,111,1.0,1,8,1125
P06454,DP01677r016,1,111,111,1.0,1,8,1125
P06454,DP01677r017,1,111,111,1.0,1,8,1125
P02549,DP01700r001,1,20,20,0.0,0,1,22
Q5VZK9,DP01701r001,1005,1020,16,0.0,0,1,89
P62318,DP01704r001,82,126,45,0.0,0,1,1107
Q07666,DP01705r001,136,156,21,0.0,0,5,654
Q07666,DP01705r002,365,378,14,0.0,0,5,654
Q07666,DP01705r003,390,419,30,0.0,0,5,654
Q07666,DP01705r007,1,96,96,0.0,0,5,654
Q07666,DP01705r008,267,368,102,0.0,0,5,654
Q9NT62,DP01720r001,129,158,30,0.0,0,1,837
O95644,DP01724r001,391,400,10,0.0,0,6,194
O95644,DP01724r002,416,425,10,0.0,0,6,194
O95644,DP01724r005,538,559,22,0.0,0,6,194
O95644,DP01724r007,1,414,414,0.0,0,6,194
O95644,DP01724r008,1,414,414,0.0,0,6,194
O95644,DP01724r011,704,943,240,0.0,0,6,194
Q7Z3C6,DP01730r001,810,839,30,0.0,0,4,257
Q7Z3C6,DP01730r002,1,35,35,0.0,0,4,257
Q7Z3C6,DP01730r003,96,105,10,0.0,0,4,257
Q7Z3C6,DP01730r004,523,839,317,0.0,0,4,257
P52597,DP01736r001,1,10,10,0.0,0,2,705
P52597,DP01736r002,100,110,11,0.0,0,2,705
P04271,DP01738r001,18,28,11,0.0,0,2,1144
P04271,DP01738r003,80,91,12,0.0,0,2,1144
Q6PHW0,DP01741r001,32,70,39,0.0,0,3,871
Q6PHW0,DP01741r002,161,178,18,1.0,1,3,871
Q6PHW0,DP01741r004,199,211,13,1.0,1,3,871
P48788,DP01747r001,97,182,86,0.0,0,2,985
P48788,DP01747r002,98,182,85,0.0,0,2,985
P05556,DP01748r002,752,798,47,0.3191489361702128,0,1,281
P62877,DP01750r001,12,39,28,1.0,1,2,1133
P62877,DP01750r008,1,18,18,0.3888888888888889,0,2,1133
O43172,DP01751r001,1,169,169,0.1834319526627219,0,5,530
O43172,DP01751r002,1,169,169,0.1834319526627219,0,5,530
O43172,DP01751r006,1,169,169,0.1834319526627219,0,5,530
O43172,DP01751r008,107,137,31,1.0,1,5,530
O43172,DP01751r009,107,137,31,1.0,1,5,530
Q13029,DP01757r001,197,341,145,0.0,0,4,50
Q13029,DP01757r002,197,341,145,0.0,0,4,50
Q13029,DP01757r003,197,269,73,0.0,0,4,50
Q13029,DP01757r005,297,341,45,0.0,0,4,50
P37173,DP01760r001,38,48,11,1.0,1,4,483
P37173,DP01760r002,38,48,11,1.0,1,4,483
P37173,DP01760r003,150,159,10,0.0,0,4,483
P37173,DP01760r004,38,48,11,1.0,1,4,483
O95718,DP01764r001,169,194,26,0.0,0,1,667
Q9NQA5,DP01765r001,587,725,139,0.0,0,2,301
Q9NQA5,DP01765r002,587,725,139,0.0,0,2,301
Q9H1D0,DP01767r001,655,725,71,0.0,0,2,301
Q9H1D0,DP01767r003,655,725,71,0.0,0,2,301
P58753,DP01768r001,15,35,21,1.0,1,2,964
P58753,DP01768r003,15,35,21,1.0,1,2,964
Q8WUG5,DP01769r001,112,216,105,0.0,0,2,396
Q8WUG5,DP01769r003,112,216,105,0.0,0,2,396
P50402,DP01770r001,46,187,142,0.0,0,2,913
P50402,DP01770r002,67,170,104,0.0,0,2,913
P78560,DP01771r001,95,136,42,0.0,0,1,1007
Q07912,DP01772r001,448,489,42,0.0,0,1,163
P98170,DP01773r001,241,254,14,0.0,0,2,574
P98170,DP01773r002,345,356,12,0.0,0,2,574
O75112,DP01781r001,229,283,55,0.0,0,2,334
O75112,DP01781r002,85,283,199,0.0,0,2,334
Q53GG5,DP01782r001,107,273,167,1.0,1,3,777
Q53GG5,DP01782r002,107,273,167,1.0,1,3,777
Q53GG5,DP01782r003,107,273,167,1.0,1,3,777
Q86UX7,DP01784r001,142,224,83,0.0,0,2,369
Q86UX7,DP01784r003,142,224,83,0.0,0,2,369
P98177,DP01788r001,82,91,10,0.0,0,3,561
P98177,DP01788r003,86,96,11,0.0,0,3,561
P98177,DP01788r004,182,204,23,0.0,0,3,561
P15941,DP01790r002,1184,1198,15,0.0,0,1,111
Q9BUH6,DP01795r001,143,204,62,0.0,0,2,1000
Q9BUH6,DP01795r003,143,166,24,0.0,0,2,1000
O96017,DP01797r001,64,90,27,0.0,0,9,507
O96017,DP01797r003,1,70,70,0.0,0,9,507
O96017,DP01797r006,70,91,22,0.0,0,9,507
O96017,DP01797r007,254,267,14,0.0,0,9,507
O96017,DP01797r011,377,387,11,0.0,0,9,507
O96017,DP01797r014,255,268,14,0.0,0,9,507
O96017,DP01797r015,505,531,27,0.0,0,9,507
O96017,DP01797r016,513,543,31,0.0,0,9,507
O96017,DP01797r018,1,63,63,0.0,0,9,507
P49790,DP01799r001,1313,1390,78,0.0,0,2,73
P49790,DP01799r004,875,1475,601,0.0,0,2,73
P53999,DP01804r001,1,60,60,0.0,0,1,1103
P40855,DP01805r001,1,165,165,0.0,0,4,857
P40855,DP01805r003,1,165,165,0.0,0,4,857
P40855,DP01805r005,4,182,179,0.0,0,4,857
P40855,DP01805r006,278,297,20,0.0,0,4,857
P49005,DP01807r001,42,53,12,0.0,0,2,615
P49005,DP01807r002,102,122,21,0.0,0,2,615
Q15910,DP01817r001,346,421,76,0.0,0,8,312
Q15910,DP01817r002,480,514,35,1.0,1,8,312
Q15910,DP01817r005,730,746,17,0.0,0,8,312
Q15910,DP01817r006,183,210,28,0.0,0,8,312
Q15910,DP01817r007,732,746,15,0.0,0,8,312
Q15910,DP01817r008,733,746,14,0.0,0,8,312
Q15910,DP01817r010,1,10,10,0.0,0,8,312
Q15910,DP01817r016,340,435,96,0.0,0,8,312
O43715,DP01835r001,54,76,23,0.0,0,1,1157
O14713,DP01836r001,49,59,11,0.0,0,2,1005
O14713,DP01836r002,49,59,11,0.0,0,2,1005
P08514,DP01841r001,989,1039,51,0.0,0,2,162
P08514,DP01841r003,997,1008,12,0.0,0,2,162
P05106,DP01842r001,741,788,48,0.0,0,2,281
P05106,DP01842r003,763,788,26,0.0,0,2,281
Q92540,DP01844r001,111,143,33,0.0,0,1,130
Q13451,DP01845r001,1,12,12,0.0,0,1,632
P05107,DP01848r001,735,769,35,1.0,1,1,281
O60260,DP01849r003,378,391,14,0.0,0,3,620
O60260,DP01849r005,73,99,27,0.0,0,3,620
O60260,DP01849r006,109,142,34,0.0,0,3,620
Q9NQC3,DP01855r006,567,748,182,1.0,1,36,125
Q9NQC3,DP01855r009,1155,1187,33,0.0,0,36,125
Q9NQC3,DP01855r010,1055,1094,40,0.0,0,36,125
Q9NQC3,DP01855r011,1155,1187,33,0.0,0,36,125
Q9NQC3,DP01855r012,1,31,31,0.0,0,36,125
Q9NQC3,DP01855r013,1,200,200,0.0,0,36,125
Q9NQC3,DP01855r014,32,200,169,0.0,0,36,125
Q9NQC3,DP01855r015,1,200,200,0.0,0,36,125
Q9NQC3,DP01855r016,32,200,169,0.0,0,36,125
Q9NQC3,DP01855r017,1,200,200,0.0,0,36,125
Q9NQC3,DP01855r018,210,408,199,0.0,0,36,125
Q9NQC3,DP01855r019,409,616,208,0.2403846153846154,0,36,125
Q9NQC3,DP01855r020,617,824,208,0.6346153846153846,1,36,125
Q9NQC3,DP01855r021,825,1016,192,0.0,0,36,125
Q9NQC3,DP01855r022,210,358,149,0.0,0,36,125
Q9NQC3,DP01855r023,359,566,208,0.0,0,36,125
Q9NQC3,DP01855r024,567,774,208,0.875,1,36,125
Q9NQC3,DP01855r025,775,1016,242,0.0,0,36,125
Q9NQC3,DP01855r026,210,408,199,0.0,0,36,125
Q9NQC3,DP01855r027,409,616,208,0.2403846153846154,0,36,125
Q9NQC3,DP01855r028,617,824,208,0.6346153846153846,1,36,125
Q9NQC3,DP01855r029,825,1016,192,0.0,0,36,125
Q9NQC3,DP01855r030,210,358,149,0.0,0,36,125
Q9NQC3,DP01855r031,359,566,208,0.0,0,36,125
Q9NQC3,DP01855r032,567,774,208,0.875,1,36,125
Q9NQC3,DP01855r033,775,1016,242,0.0,0,36,125
Q9NQC3,DP01855r034,210,408,199,0.0,0,36,125
Q9NQC3,DP01855r035,409,616,208,0.2403846153846154,0,36,125
Q9NQC3,DP01855r036,617,824,208,0.6346153846153846,1,36,125
Q9NQC3,DP01855r037,825,1016,192,0.0,0,36,125
Q9NQC3,DP01855r038,210,358,149,0.0,0,36,125
Q9NQC3,DP01855r039,359,566,208,0.0,0,36,125
Q9NQC3,DP01855r040,567,774,208,0.875,1,36,125
Q9NQC3,DP01855r041,775,1016,242,0.0,0,36,125
Q9NQC3,DP01855r045,567,748,182,1.0,1,36,125
Q9NQC3,DP01855r046,1055,1094,40,0.0,0,36,125
P09012,DP01857r001,102,117,16,0.0,0,3,879
P09012,DP01857r003,115,207,93,0.0,0,3,879
P09012,DP01857r005,99,117,19,0.0,0,3,879
P01042,DP01861r001,438,531,94,0.0,0,2,400
P01042,DP01861r002,438,531,94,0.0,0,2,400
O75533,DP01863r001,1,462,462,0.0,0,2,99
O75533,DP01863r007,190,344,155,0.0,0,2,99
P51587,DP01869r004,48,284,237,0.0,0,1,6
O95630,DP01872r001,228,241,14,0.0,0,2,684
O95630,DP01872r003,219,245,27,0.0,0,2,684
Q99075,DP01873r001,73,106,34,0.0,0,1,991
O95149,DP01874r001,288,348,61,0.0,0,2,784
O95149,DP01874r002,72,91,20,0.0,0,2,784
P52926,DP01876r001,1,109,109,0.0,0,3,1131
P52926,DP01876r002,1,109,109,0.0,0,3,1131
P52926,DP01876r004,1,109,109,0.0,0,3,1131
Q96AY2,DP01877r003,369,402,34,0.0,0,1,480
Q9UPR3,DP01878r001,924,946,23,0.0,0,1,171
Q15596,DP01880r001,624,829,206,0.0,0,1,76
P02655,DP01883r001,40,65,26,0.0,0,1,1143
Q9UKT5,DP01884r001,242,271,30,0.0,0,1,747
O14776,DP01893r001,98,108,11,1.0,1,1,142
O60885,DP01898r002,333,349,17,0.0,0,1,93
Q13568,DP01907r001,458,467,10,0.0,0,1,573
Q96RI1,DP01914r001,275,290,16,0.0,0,1,591
Q92900,DP01921r003,348,359,12,0.0,0,2,136
Q02078,DP01925r001,75,86,12,0.0,0,1,557
P83731,DP01935r001,125,157,33,0.0,0,2,1066
P83731,DP01935r002,123,157,35,0.0,0,2,1066
P11021,DP01938r001,1,24,24,0.0,0,2,392
P11021,DP01938r002,634,654,21,0.0,0,2,392
P50553,DP01942r001,1,236,236,0.0,0,1,939
Q9NRY2,DP01943r001,1,62,62,0.0,0,1,1135
P21333,DP01950r001,1,36,36,0.0,0,1,16
P04083,DP01951r006,116,185,70,1.0,1,4,799
P04083,DP01951r007,116,185,70,1.0,1,4,799
P04083,DP01951r009,2,12,11,1.0,1,4,799
P04083,DP01951r015,2,26,25,1.0,1,4,799
P0CF51,DP01967r001,102,112,11,1.0,1,1,1046
P13693,DP01972r001,37,68,32,0.0,0,3,1047
P13693,DP01972r003,37,68,32,0.0,0,3,1047
P13693,DP01972r004,42,61,20,0.0,0,3,1047
P39748,DP01974r001,45,61,17,0.0,0,3,757
P39748,DP01974r002,90,130,41,0.0,0,3,757
P39748,DP01974r003,330,342,13,0.0,0,3,757
P35520,DP01976r001,1,40,40,0.0,0,1,499
P49736,DP01977r001,1,160,160,0.075,0,4,214
P49736,DP01977r006,69,106,38,0.0,0,4,214
P49736,DP01977r007,119,138,20,0.0,0,4,214
P49736,DP01977r008,107,118,12,1.0,1,4,214
Q8TEK3,DP01985r001,333,416,84,0.0,0,1,62
Q14493,DP01987r001,200,224,25,0.0,0,1,896
P36894,DP01990r001,104,120,17,1.0,1,1,518
O14745,DP02000r001,242,358,117,1.0,1,4,787
O14745,DP02000r003,242,358,117,1.0,1,4,787
O14745,DP02000r005,242,358,117,1.0,1,4,787
O14745,DP02000r008,242,358,117,1.0,1,4,787
P16220,DP02003r001,101,160,60,1.0,1,1,819
Q92793,DP02004r001,674,1080,407,0.0,0,6,21
Q92793,DP02004r003,1852,2057,206,0.0,0,6,21
Q92793,DP02004r004,674,1080,407,0.0,0,6,21
Q92793,DP02004r005,674,1080,407,0.0,0,6,21
Q92793,DP02004r006,674,1080,407,0.0,0,6,21
Q92793,DP02004r007,674,1080,407,0.0,0,6,21
P47710,DP02005r001,1,185,185,0.0,0,1,1028
P04183,DP02006r001,64,73,10,0.0,0,3,944
P04183,DP02006r002,1,17,17,0.0,0,3,944
P04183,DP02006r003,193,234,42,0.0,0,3,944
Q9H2Y7,DP02007r001,1265,1521,257,0.0,0,1,40
O75683,DP02009r001,1,182,182,0.0,0,2,782
O75683,DP02009r002,1,195,195,0.0,0,2,782
Q9NRJ3,DP02010r001,1,10,10,0.0,0,3,1104
Q9NRJ3,DP02010r003,1,108,108,0.0,0,3,1104
